Country,Year,Attack_Type,Target_Industry,Financial_Loss ,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_time ,Risk_score,Threat_level,Attack_severity
Germany,2021,Ransomware,IT,5.54,254933,Nation-state,Social Engineering,AI-based Detection,41,0.115291704,Low,Low
UK,2023,DDoS,Government,55.28,339144,Hacker Group,Unpatched Software,VPN,26,0.48877905,Medium,Moderate
India,2022,Ransomware,Education,57.52,170002,Unknown,Unpatched Software,AI-based Detection,54,0.45369949,Medium,Low
Japan,2019,DDoS,Government,74.65,491269,Nation-state,Zero-day,Firewall,67,0.670036774,Medium,Moderate
China,2019,Phishing,Banking,49.14,341100,Insider,Social Engineering,Firewall,37,0.446381766,Medium,Moderate
India,2018,DDoS,Government,36.04,446170,Insider,Unpatched Software,VPN,72,0.386205104,Medium,Moderate
India,2015,Malware,Telecommunications,14.09,28398,Insider,Zero-day,Encryption,22,0.107162375,Low,Low
France,2017,Ransomware,Telecommunications,66.36,180698,Hacker Group,Zero-day,Encryption,53,0.51879565,Medium,Low
Germany,2017,Malware,Healthcare,8.53,676384,Unknown,Social Engineering,VPN,44,0.262705263,Low,Moderate
Brazil,2015,Ransomware,Healthcare,61.91,961557,Insider,Unpatched Software,Firewall,64,0.72198577,High,Critical
Japan,2020,Phishing,Education,54.47,345334,Hacker Group,Weak Passwords,Antivirus,25,0.484966161,Medium,Moderate
Russia,2024,Phishing,Education,87.88,263407,Nation-state,Zero-day,Antivirus,8,0.694272476,High,Moderate
Russia,2017,Phishing,IT,89.22,791350,Nation-state,Social Engineering,Antivirus,32,0.862094145,High,Critical
China,2022,Ransomware,Telecommunications,64.92,591819,Unknown,Zero-day,Antivirus,49,0.632095976,Medium,Moderate
UK,2016,SQL Injection,IT,6.59,186612,Unknown,Unpatched Software,Antivirus,30,0.102138655,Low,Low
Japan,2018,Ransomware,Retail,48.00,187730,Nation-state,Weak Passwords,AI-based Detection,26,0.392373167,Medium,Low
France,2015,SQL Injection,IT,87.78,6456,Hacker Group,Social Engineering,Firewall,69,0.616458959,Medium,Low
Japan,2020,Malware,Banking,15.73,762662,Hacker Group,Zero-day,Firewall,56,0.339003154,Medium,Critical
UK,2015,Phishing,IT,30.26,256396,Hacker Group,Zero-day,Encryption,29,0.28878807,Low,Moderate
Brazil,2021,SQL Injection,Healthcare,54.59,437634,Unknown,Weak Passwords,AI-based Detection,29,0.513506355,Medium,Moderate
Russia,2015,Malware,Healthcare,63.09,80855,Nation-state,Zero-day,AI-based Detection,53,0.465939524,Medium,Low
India,2016,Phishing,Retail,59.36,967614,Nation-state,Unpatched Software,AI-based Detection,71,0.705951749,High,Critical
Japan,2020,Ransomware,IT,79.52,934400,Unknown,Social Engineering,VPN,4,0.837118024,High,Critical
Germany,2023,Man-in-the-Middle,Telecommunications,87.83,547719,Unknown,Weak Passwords,AI-based Detection,22,0.779247184,High,Moderate
China,2016,Malware,Healthcare,96.63,808984,Unknown,Weak Passwords,Firewall,26,0.919261464,High,Critical
Japan,2023,Ransomware,Banking,52.86,261038,Nation-state,Social Engineering,Encryption,48,0.448397,Medium,Moderate
China,2024,Phishing,Education,4.01,841054,Insider,Zero-day,Antivirus,49,0.280481136,Low,Critical
China,2019,Ransomware,IT,68.02,175038,Hacker Group,Weak Passwords,VPN,67,0.528718192,Medium,Low
Russia,2022,Phishing,Retail,67.17,774613,Hacker Group,Weak Passwords,Encryption,53,0.702705775,High,Critical
Japan,2021,Phishing,Healthcare,37.45,558357,Hacker Group,Weak Passwords,VPN,49,0.42974448,Medium,Moderate
India,2017,Phishing,Retail,36.78,620056,Nation-state,Weak Passwords,Firewall,14,0.443570469,Medium,Moderate
Russia,2018,Malware,Healthcare,40.66,90640,Unknown,Social Engineering,Encryption,56,0.311850394,Low,Low
Russia,2022,Ransomware,Retail,76.93,449596,Unknown,Unpatched Software,AI-based Detection,3,0.673491905,Medium,Moderate
Australia,2020,Ransomware,Healthcare,58.91,207842,Nation-state,Social Engineering,Antivirus,40,0.474786608,Medium,Low
Germany,2017,Phishing,Retail,93.60,908249,Nation-state,Zero-day,AI-based Detection,53,0.927839716,High,Critical
Japan,2017,Phishing,Healthcare,47.39,470895,Nation-state,Social Engineering,Encryption,63,0.473083258,Medium,Moderate
France,2017,Malware,Education,3.21,342049,Nation-state,Unpatched Software,AI-based Detection,31,0.125124415,Low,Moderate
Brazil,2018,Phishing,Banking,98.75,316891,Hacker Group,Social Engineering,Antivirus,55,0.786421144,High,Moderate
India,2019,Man-in-the-Middle,Education,27.45,633466,Unknown,Zero-day,AI-based Detection,16,0.382278407,Medium,Moderate
USA,2023,Malware,Telecommunications,23.98,123866,Nation-state,Zero-day,Firewall,43,0.205050156,Low,Low
France,2017,DDoS,Telecommunications,79.93,305905,Unknown,Unpatched Software,Encryption,44,0.651370965,Medium,Moderate
Russia,2023,SQL Injection,Telecommunications,3.66,702942,Nation-state,Unpatched Software,AI-based Detection,34,0.236582163,Low,Moderate
Brazil,2016,Man-in-the-Middle,Retail,72.78,11339,Hacker Group,Social Engineering,AI-based Detection,34,0.512913893,Medium,Low
UK,2017,SQL Injection,Banking,73.88,8385,Nation-state,Social Engineering,AI-based Detection,69,0.51972814,Medium,Low
Russia,2024,Ransomware,Banking,52.80,21810,Insider,Zero-day,VPN,48,0.376182353,Medium,Low
India,2018,Man-in-the-Middle,Healthcare,94.60,7347,Insider,Zero-day,AI-based Detection,7,0.664471131,Medium,Low
Germany,2021,SQL Injection,Education,1.62,61463,Hacker Group,Weak Passwords,Antivirus,58,0.029786767,Low,Low
Russia,2020,DDoS,Healthcare,0.82,683572,Insider,Zero-day,Antivirus,69,0.210887053,Low,Moderate
Germany,2015,Malware,Healthcare,90.91,654633,Nation-state,Weak Passwords,Antivirus,43,0.832895252,High,Moderate
Japan,2021,DDoS,Banking,32.84,311274,Hacker Group,Zero-day,Encryption,67,0.323319287,Low,Moderate
Russia,2017,Malware,Education,63.33,185208,Unknown,Zero-day,Firewall,3,0.498937023,Medium,Low
Russia,2022,Man-in-the-Middle,Healthcare,27.82,182378,Insider,Social Engineering,AI-based Detection,10,0.249492854,Low,Low
China,2016,Phishing,IT,7.73,800480,Unknown,Zero-day,VPN,31,0.294347096,Low,Critical
India,2019,DDoS,Banking,46.98,147761,Unknown,Unpatched Software,AI-based Detection,68,0.373237375,Medium,Low
Russia,2024,Ransomware,Banking,80.11,923911,Insider,Unpatched Software,Firewall,60,0.838100588,High,Critical
Germany,2024,Ransomware,Education,11.81,418893,Insider,Social Engineering,Firewall,31,0.208392053,Low,Moderate
Germany,2016,Ransomware,Education,15.09,914593,Unknown,Weak Passwords,AI-based Detection,1,0.380118649,Medium,Critical
Japan,2015,SQL Injection,Banking,20.69,344789,Unknown,Zero-day,AI-based Detection,69,0.248318953,Low,Moderate
India,2019,DDoS,Telecommunications,36.86,116906,Insider,Social Engineering,VPN,7,0.29313041,Low,Low
Australia,2019,Phishing,Education,10.87,812343,Insider,Social Engineering,Antivirus,16,0.319889494,Low,Critical
China,2017,Malware,IT,18.17,346390,Hacker Group,Weak Passwords,Firewall,36,0.231157664,Low,Moderate
Brazil,2018,Phishing,IT,13.89,30925,Insider,Zero-day,Encryption,43,0.106520611,Low,Low
UK,2017,DDoS,Government,15.63,663812,Nation-state,Zero-day,Antivirus,57,0.308637256,Low,Moderate
Brazil,2020,Man-in-the-Middle,Government,32.72,220978,Nation-state,Zero-day,VPN,47,0.295380512,Low,Low
UK,2021,DDoS,Banking,97.03,100486,Nation-state,Unpatched Software,Firewall,31,0.709434735,High,Low
Russia,2023,SQL Injection,Education,75.63,195733,Nation-state,Weak Passwords,Antivirus,70,0.588204287,Medium,Low
Japan,2023,Man-in-the-Middle,Healthcare,64.21,707978,Nation-state,Weak Passwords,VPN,41,0.661985903,Medium,Moderate
Brazil,2018,Phishing,Healthcare,99.14,456432,Insider,Weak Passwords,Antivirus,66,0.831029002,High,Moderate
Brazil,2016,Man-in-the-Middle,IT,75.51,37230,Unknown,Social Engineering,AI-based Detection,52,0.53979594,Medium,Low
UK,2015,DDoS,Government,11.68,890414,Nation-state,Unpatched Software,AI-based Detection,28,0.348989913,Medium,Critical
France,2021,Malware,IT,33.84,440358,Nation-state,Social Engineering,Antivirus,5,0.369059327,Medium,Moderate
India,2022,Malware,Healthcare,38.89,400752,Insider,Unpatched Software,Antivirus,36,0.392526724,Medium,Moderate
France,2018,Phishing,Banking,89.77,134364,Nation-state,Zero-day,Antivirus,63,0.668776764,Medium,Low
Germany,2017,DDoS,Telecommunications,15.01,406483,Insider,Weak Passwords,Antivirus,62,0.227069934,Low,Moderate
Brazil,2018,SQL Injection,IT,98.38,661583,Insider,Social Engineering,Encryption,30,0.887276243,High,Moderate
Russia,2015,SQL Injection,Education,23.49,642834,Unknown,Weak Passwords,Antivirus,34,0.357367061,Medium,Moderate
Brazil,2017,Ransomware,IT,9.43,493087,Hacker Group,Unpatched Software,Encryption,44,0.213996714,Low,Moderate
Brazil,2021,Man-in-the-Middle,IT,97.37,966570,Nation-state,Weak Passwords,Antivirus,32,0.971735044,High,Critical
Russia,2022,Phishing,Telecommunications,73.26,687383,Nation-state,Weak Passwords,VPN,8,0.719161483,High,Moderate
Germany,2020,Phishing,Retail,78.84,733304,Unknown,Weak Passwords,VPN,19,0.77200672,High,Moderate
India,2023,Ransomware,Telecommunications,3.51,661681,Hacker Group,Weak Passwords,AI-based Detection,14,0.223149238,Low,Moderate
France,2020,SQL Injection,IT,25.32,644538,Unknown,Social Engineering,Antivirus,57,0.370689728,Medium,Moderate
Germany,2015,Phishing,Banking,58.78,861637,Unknown,Social Engineering,VPN,15,0.670086634,Medium,Critical
Brazil,2016,SQL Injection,Telecommunications,73.76,393189,Unknown,Zero-day,Antivirus,37,0.634371407,Medium,Moderate
France,2022,SQL Injection,Healthcare,27.06,999545,Hacker Group,Social Engineering,Encryption,47,0.489411934,Medium,Critical
UK,2021,SQL Injection,IT,77.82,935572,Hacker Group,Social Engineering,Encryption,61,0.825568562,High,Critical
France,2016,Ransomware,IT,55.99,724608,Hacker Group,Social Engineering,Antivirus,21,0.60943097,Medium,Moderate
Brazil,2024,DDoS,Banking,55.73,750979,Unknown,Social Engineering,AI-based Detection,30,0.615524977,Medium,Moderate
India,2017,Malware,Telecommunications,7.44,552358,Nation-state,Weak Passwords,AI-based Detection,42,0.217853114,Low,Moderate
Australia,2019,Phishing,Banking,37.07,902654,Insider,Social Engineering,Antivirus,9,0.530411028,Medium,Critical
UK,2022,Ransomware,Healthcare,75.67,413293,Hacker Group,Zero-day,Antivirus,27,0.653776146,Medium,Moderate
India,2024,Malware,Retail,56.19,114357,Insider,Zero-day,AI-based Detection,58,0.427688964,Medium,Low
USA,2018,Malware,Government,70.53,363432,Hacker Group,Zero-day,AI-based Detection,40,0.602828786,Medium,Moderate
Japan,2016,SQL Injection,Telecommunications,63.77,304618,Unknown,Unpatched Software,Antivirus,54,0.537853411,Medium,Moderate
India,2022,SQL Injection,IT,32.73,153154,Hacker Group,Zero-day,VPN,37,0.27509589,Low,Low
China,2022,Malware,Banking,21.87,741153,Insider,Social Engineering,Encryption,66,0.375532396,Medium,Moderate
Japan,2024,Man-in-the-Middle,Healthcare,72.08,261230,Insider,Social Engineering,VPN,19,0.583008076,Medium,Moderate
UK,2023,SQL Injection,Telecommunications,53.82,688014,Unknown,Zero-day,Encryption,18,0.583257243,Medium,Moderate
Australia,2018,DDoS,Education,3.30,45027,Unknown,Social Engineering,Antivirus,68,0.036615342,Low,Low
Australia,2021,Malware,Banking,13.99,689681,Nation-state,Weak Passwords,AI-based Detection,62,0.304919642,Low,Moderate
Germany,2024,Malware,Government,93.49,702688,Hacker Group,Unpatched Software,Antivirus,39,0.865378822,High,Moderate
China,2016,Man-in-the-Middle,Banking,97.28,86038,Insider,Weak Passwords,Encryption,19,0.706848927,High,Low
Japan,2015,Malware,Education,17.19,899381,Insider,Unpatched Software,Firewall,66,0.390254852,Medium,Critical
India,2023,Malware,IT,54.21,157667,Insider,Weak Passwords,VPN,34,0.426825322,Medium,Low
UK,2021,Malware,Government,64.28,643714,Nation-state,Weak Passwords,VPN,25,0.643189713,Medium,Moderate
USA,2023,Ransomware,Education,71.31,3607,Insider,Zero-day,AI-based Detection,7,0.500302417,Medium,Low
UK,2017,Phishing,Banking,52.31,259706,Hacker Group,Social Engineering,Antivirus,2,0.444146869,Medium,Moderate
India,2021,Man-in-the-Middle,Retail,40.94,698921,Insider,Weak Passwords,Firewall,72,0.496361521,Medium,Moderate
Brazil,2024,Ransomware,Government,32.21,482574,Nation-state,Unpatched Software,Firewall,22,0.37031761,Medium,Moderate
France,2017,DDoS,IT,20.44,618269,Nation-state,Weak Passwords,VPN,48,0.328642735,Low,Moderate
Russia,2016,Ransomware,Government,59.66,854961,Unknown,Unpatched Software,AI-based Detection,7,0.674243719,Medium,Critical
Brazil,2019,SQL Injection,Education,56.33,595157,Unknown,Zero-day,Encryption,41,0.572961728,Medium,Moderate
France,2016,SQL Injection,Government,2.24,813706,Hacker Group,Weak Passwords,VPN,54,0.259882501,Low,Critical
Brazil,2018,DDoS,Telecommunications,82.05,322527,Nation-state,Weak Passwords,Firewall,46,0.67120087,Medium,Moderate
China,2024,DDoS,Healthcare,11.92,557016,Unknown,Zero-day,Firewall,34,0.25061416,Low,Moderate
UK,2017,DDoS,Healthcare,54.83,966668,Hacker Group,Weak Passwords,AI-based Detection,15,0.673954674,Medium,Critical
France,2020,SQL Injection,Retail,36.17,813165,Nation-state,Unpatched Software,Antivirus,44,0.497253896,Medium,Critical
France,2018,SQL Injection,Government,80.06,400807,Unknown,Weak Passwords,Firewall,67,0.680762052,High,Moderate
Brazil,2023,Man-in-the-Middle,Retail,74.85,549300,Hacker Group,Weak Passwords,Antivirus,26,0.688852571,High,Moderate
Brazil,2021,Ransomware,Government,74.01,956893,Unknown,Social Engineering,Antivirus,49,0.80529453,High,Critical
India,2015,SQL Injection,Government,46.20,245370,Insider,Social Engineering,AI-based Detection,57,0.397070221,Medium,Low
Brazil,2017,Malware,IT,9.59,912731,Nation-state,Zero-day,Firewall,4,0.341055994,Medium,Critical
USA,2017,Malware,Telecommunications,81.19,362085,Insider,Weak Passwords,VPN,5,0.677052001,Medium,Moderate
Germany,2022,SQL Injection,Telecommunications,42.80,862664,Hacker Group,Zero-day,Firewall,44,0.558523659,Medium,Critical
China,2015,Ransomware,Telecommunications,32.65,313384,Insider,Social Engineering,Antivirus,51,0.322622385,Low,Moderate
Russia,2018,Malware,Banking,17.99,593009,Unknown,Social Engineering,Firewall,27,0.303910252,Low,Moderate
Germany,2023,SQL Injection,Banking,30.68,933754,Insider,Social Engineering,Firewall,36,0.495009962,Medium,Critical
Japan,2015,DDoS,Government,82.12,55055,Hacker Group,Unpatched Software,VPN,44,0.59142002,Medium,Low
France,2020,SQL Injection,Education,94.63,481180,Hacker Group,Weak Passwords,AI-based Detection,10,0.806882956,High,Moderate
Russia,2020,Man-in-the-Middle,Banking,54.03,110260,Unknown,Weak Passwords,VPN,66,0.411337903,Medium,Low
USA,2020,DDoS,Government,10.54,741592,Insider,Social Engineering,VPN,69,0.296346213,Low,Moderate
Russia,2020,Phishing,Education,34.41,928026,Unknown,Social Engineering,VPN,5,0.519403545,Medium,Critical
Germany,2018,SQL Injection,Education,84.27,399014,Nation-state,Zero-day,Firewall,52,0.709696903,High,Moderate
China,2018,Ransomware,Retail,35.08,42831,Hacker Group,Social Engineering,Antivirus,42,0.25843855,Low,Low
UK,2018,Man-in-the-Middle,Healthcare,45.11,545613,Insider,Unpatched Software,VPN,25,0.479545247,Medium,Moderate
Australia,2023,Man-in-the-Middle,Retail,92.57,813789,Nation-state,Unpatched Software,Antivirus,27,0.892280648,High,Critical
UK,2015,Ransomware,Banking,13.49,345825,Hacker Group,Zero-day,AI-based Detection,6,0.198224826,Low,Moderate
UK,2016,Phishing,Education,8.42,29671,Insider,Unpatched Software,Encryption,61,0.067850445,Low,Low
Australia,2020,Phishing,Government,92.50,34011,Insider,Unpatched Software,Firewall,9,0.657771782,Medium,Low
USA,2018,SQL Injection,Banking,63.80,341383,Nation-state,Weak Passwords,Antivirus,9,0.54909696,Medium,Moderate
Japan,2020,Ransomware,Banking,40.86,565080,Unknown,Zero-day,Encryption,6,0.455634504,Medium,Moderate
Germany,2019,Malware,Banking,79.24,862136,Hacker Group,Zero-day,VPN,44,0.813470712,High,Critical
Japan,2022,Man-in-the-Middle,Retail,37.15,241151,Hacker Group,Social Engineering,Antivirus,56,0.332447723,Low,Low
India,2024,Man-in-the-Middle,Government,62.06,321158,Insider,Zero-day,VPN,37,0.530846026,Medium,Moderate
France,2023,Phishing,Education,31.03,472386,Nation-state,Zero-day,Encryption,24,0.358999268,Medium,Moderate
UK,2015,Man-in-the-Middle,Healthcare,82.54,34240,Insider,Weak Passwords,Encryption,45,0.588113534,Medium,Low
USA,2019,Malware,Government,34.40,98018,Insider,Zero-day,VPN,55,0.270240219,Low,Low
Japan,2024,Phishing,Education,72.20,555808,Unknown,Weak Passwords,AI-based Detection,4,0.672253828,Medium,Moderate
UK,2021,SQL Injection,Healthcare,52.23,449333,Hacker Group,Unpatched Software,Encryption,39,0.500495685,Medium,Moderate
UK,2024,Man-in-the-Middle,Retail,7.16,368618,Nation-state,Social Engineering,Firewall,22,0.160750791,Low,Moderate
France,2022,Man-in-the-Middle,IT,78.23,310175,Hacker Group,Unpatched Software,AI-based Detection,53,0.640751243,Medium,Moderate
UK,2020,Phishing,Retail,25.10,986980,Nation-state,Zero-day,VPN,71,0.471919686,Medium,Critical
UK,2024,DDoS,Retail,88.54,518181,Insider,Zero-day,Antivirus,24,0.775353046,High,Moderate
India,2015,Phishing,Retail,49.51,72782,Unknown,Zero-day,Encryption,63,0.368447233,Medium,Low
Russia,2018,DDoS,Telecommunications,4.08,502842,Unknown,Zero-day,VPN,15,0.179470538,Low,Moderate
UK,2024,Phishing,Retail,89.31,376586,Unknown,Weak Passwords,AI-based Detection,51,0.738249574,High,Moderate
Germany,2023,Phishing,Government,88.55,698597,Unknown,Social Engineering,Antivirus,66,0.829567616,High,Moderate
Russia,2015,SQL Injection,Education,5.26,559195,Insider,Weak Passwords,VPN,52,0.204643437,Low,Moderate
India,2024,Ransomware,Retail,17.57,236253,Unknown,Social Engineering,Firewall,38,0.193904079,Low,Low
Brazil,2016,DDoS,Healthcare,8.01,534847,Nation-state,Zero-day,Firewall,3,0.216588295,Low,Moderate
Australia,2016,Malware,Retail,39.86,262611,Unknown,Social Engineering,Antivirus,33,0.357859971,Medium,Moderate
Brazil,2021,SQL Injection,Telecommunications,11.61,848702,Unknown,Weak Passwords,Antivirus,48,0.335981695,Medium,Critical
Germany,2017,Man-in-the-Middle,Retail,73.98,609952,Hacker Group,Unpatched Software,VPN,7,0.700964205,High,Moderate
Germany,2022,Man-in-the-Middle,IT,65.86,978868,Insider,Weak Passwords,AI-based Detection,39,0.754833732,High,Critical
Australia,2021,Ransomware,Retail,41.26,659734,Insider,Unpatched Software,Antivirus,54,0.486841352,Medium,Moderate
Japan,2022,DDoS,Retail,64.38,88354,Nation-state,Social Engineering,AI-based Detection,52,0.477220949,Medium,Low
Brazil,2022,Phishing,Banking,75.01,771434,Hacker Group,Social Engineering,AI-based Detection,38,0.756637215,High,Critical
